id,title,description,release_year,runtime,first_genre,second_genre,country,first_keyword,second_keyword,third_keyword,my_rating
tm34331,Middle of Nowhere,"When her husband is sentenced to eight years in prison, Ruby drops out of medical school in order to focus on her husband's well-being while he's incarcerated - leading her on a journey of self-discovery in the process.",2012,101,drama,no_second-genre,US,Ruby,husband,Middle,6.618137525797145
tm183039,Donald Glover: Weirdo,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.",2012,65,comedy,documentation,US,Glover,Weirdo,York,7.030468857370448
tm177258,Delhi Belly,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.",2011,102,comedy,action,IN,Belly,India,Delhi,7.409178632872173
tm174190,Undefeated,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martin’s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games — it will be about how they grapple with the unforeseeable events that are part of football and part of life.",2011,113,documentation,sport,US,Undefeated,Dan,Martin,7.7
tm68436,Barfi!,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!",2012,151,drama,romance,IN,Barfi,cute,Barfii,8.046725386774408
tm65765,6 Bullets,An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.,2012,115,thriller,action,US,Bullets,kidnapped,ex-mercenary,6.067883656463608
tm179451,7 Khoon Maaf,"Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",2011,148,thriller,comedy,IN,Khoon,Maaf,Susanna,6.247803664278657
tm177044,Naruto Shippuden the Movie: Blood Prison,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",2011,108,action,comedy,JP,Blood,Prison,Naruto,7.197337899635214
tm49451,Maria Bamford: The Special Special Special!,"Welcome to the special special special comedy special.  It's very good.  I love comedy. And who do I want to make laugh more than Marilyn and Joel Bamford, my parents?  So, we've cut out the middle man of 200 strangers in a tv studio and gone right to the source.  With some paid audiences, the feigned enthusiasm can be a little uncomfortable to watch, but I genuinely rock the house.  My parents only wish they could be there with you when you watch this with your parents.",2012,50,comedy,no_second-genre,US,Special,Bamford,Maria,7.0
tm1096916,The Trial of Adolf Eichmann,"The 1961 trial of Adolf Eichmann held in an Israeli courtroom and broadcast around the globe, was a benchmark event in the historiography of the Holocaust, especially in Israel where the trial proved a watershed experience for survivors and citizens of the new Jewish state. Employing new video and broadcast technologies, the trial was also a milestone in media and journalism coverage.  This absorbing, comprehensive new documentary features detailed accounts of Eichmann's capture, the drama in the courtroom and behind the scenes, and reactions to the trial from around the world.",2011,90,documentation,no_second-genre,FR,Adolf,Trial,Eichmann,8.250449360582218
tm176128,Don't Go Breaking My Heart,"An original twist on an eternal triangle, where secret crush and unrequited love take on altogether newfangled meanings of their own.",2011,115,romance,comedy,HK,Breaking,Heart,triangle,6.566930342639141
tm67444,Jim Gaffigan: Mr. Universe,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.",2012,77,comedy,no_second-genre,US,Gaffigan,Washington,Jim,7.275864352372717
tm183176,A Second Chance,A young girl and her coach overcome adversity to make their way into the National Australian Gymnastics Squad.,2011,90,drama,family,AU,Squad,Chance,National,5.992629561304084
tm40860,Big Time Movie,"In Big Time Movie, the guys must tap their inner spy as their adventure finds them driving exotic cars and jumping out of helicopters, while trying to make it to their first world tour concert on time. Hot on their trail are evil henchmen named Maxwell, British secret agents and Swedish spies as well as billionaire businessman, Sir Atticus Moon who wants back his precious device code named: “The Beetle,” an anti-gravitational device with enormous power.  Once they learn they’re carrying this precious cargo, the guys get pulled into a madcap mission throughout London, which threatens the onset of their world tour.  With the help of teen spy Penny Lane, the guys set out to save Penny’s father MI6 Agent Simon Lane and stop Sir Atticus Moon’s plot to use “The Beetle” to gain world domination (Nickpress).",2012,68,comedy,music,US,Time,Movie,Big,7.419252690055364
tm35700,Paan Singh Tomar,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,2012,135,drama,crime,IN,Singh,Tomar,Paan,8.112889081168733
tm170395,Sniper: Reloaded,"Brandon Beckett (Collins), the son of the previous Sniper film's star Thomas Beckett (Tom Berenger), takes up the mantle set by his father and goes on a mission of his own.",2011,91,drama,war,US,Beckett,Collins,Reloaded,6.1
tm169053,Shor in the City,Various residents and career-criminals face challenges in crime-laden Mumbai.,2011,107,drama,crime,IN,Mumbai,City,Shor,6.78249800298931
tm53395,FRED 3: Camp Fred,"Schools out, and Fred Figglehorn's dream of water slides, horseback riding and monkey butlers during the summer turns into a nightmare of gruel and poisonous berries when his mom signs him up to an unsanitary camp.",2012,81,comedy,family,US,FRED,Camp,Schools,4.487514471222015
tm183037,Don 2,"Having conquered the Asian underworld, crime boss Don sets in motion a plan that will give him dominion over Europe.",2011,139,action,thriller,IN,Europe,Don,Asian,7.0
tm177958,Pyaar Ka Punchnama,Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.,2011,149,romance,drama,IN,Punchnama,Nishant,Charu,7.489842573465137
tm178106,Chillar Party,"A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony, take on the big bad world of politics when one of their friend's life is endangered.",2011,130,comedy,drama,IN,Party,Chandan,Nagar,7.378245611423464
tm57610,Talaash,"A cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. The mystery connects these people in a way, that ultimately changes their lives.",2012,139,crime,thriller,IN,Talaash,cop,investigating,7.133667663887177
tm169354,Coming Forth by Day,"One day in the life of Soad, who lives with her mother and bed-ridden father on the outskirts of Cairo.",2012,96,drama,no_second-genre,EG,Soad,Cairo,Day,5.723463625529602
tm176111,The Great Magician,"In the years after the Revolution, China broken up into fiefdoms held by warlords, who are busy fighting each other. One warlord has imprisoned a girl and wants her to be his seventh wife, but he's too honorable to force her. The local revolutionaries wants to kill him and bring back the republic. But when a stranger returns from abroad with mastery of magic to recover the girl he loved, who is tricking whom and who will win at the end?",2011,128,thriller,drama,CN,Revolution,China,Great,6.055283659725304
tm59372,Arjun: The Warrior Prince,"Legend knows him as an archer of unwavering focus, the soldier who fought a battle in his own heart before taking up arms against his enemy. This is the untold story of Arjun, hero of the Mahabharata. A precocious talent plunged from boyhood and innocence into a murky world of deceit and betrayal, coming of age to become the most powerful warrior of his time. From the dusty plains of Hastinapur to the icy peaks of the Himalayas, Arjun: The Warrior Prince is the story of a man discovering what it takes to be a hero.",2012,96,action,animation,IN,Arjun,Legend,Warrior,6.201494325178353
tm161804,Toll Booth,"Quiet and introverted toll booth clerk Kenan's life, a humdrum routine between the Tavsancik toll booth plaza and his home, will change the day the new operations chief comes to inspect Tavsancik.",2011,97,drama,no_second-genre,TR,Booth,Tavsancik,Toll,6.3631872032738395
tm159593,No One Killed Jessica,The true story of model Jessica Lall who was shot dead in a restaurant and the campaign to bring her killer to justice.,2011,136,drama,thriller,IN,Jessica,Killed,Lall,7.062774878132448
tm44615,Ferrari Ki Sawaari,"A little boy thinks of nothing but cricket. His father, Rusy, thinks of nothing but his little boy. To fulfill his sons dream of playing at Lords cricket ground, the honest and upright Rusy takes a reckless step. He borrows a gleaming red Ferrari. Just for one hour. The only trouble-- he doesnt inform the cars legendary owner. A wild, breathless, bumpy ride begins. A naive Rusy must dodge bullets and bouncers for one unforgettable night, and play the role of a perfect father. Can he do it?  Ferrari Ki Sawaari is a fun-filled story of small guys and their big dreams and how these dreams turn into a mad comedy of errors.  Fasten your seatbelts. The joyride awaits",2012,140,family,comedy,IN,Rusy,Ferrari,boy,6.3284747897910245
tm54780,Tiger & Bunny: The Beginning,"Set on an alternative Earth, Superheroes are celebrities and a high rating TV show rates their achievements, awarding them points until an annual King of Heroes is crowned. Old-school hero Wild Tiger is assigned a new partner with very different views on the heroes role in society but soon a vigilante criminal presents them with a serious problem.",2012,88,scifi,animation,JP,Bunny,Earth,Superheroes,6.508028316047516
tm175909,The Dirty Picture,"After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",2011,144,drama,comedy,IN,Dirty,Picture,stardom,6.47168433048045
tm57382,Kath & Kimderella,Kath & Kim turn more than just heads when they go on an overseas trip and end up being the centre of their very own fairytale.,2012,80,comedy,no_second-genre,AU,Kath,Kimderella,Kim,5.019924275351934
tm59289,Rowdy Rathore,"A small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons.",2012,143,action,comedy,IN,Rathore,Rowdy,father,5.793858684180047
tm47171,OMG: Oh My God!,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,2012,125,drama,fantasy,IN,OMG,God,earthquake,8.00816217568222
tm165712,Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,"Tim Minchin is joined on stage by the awesome 55-piece Heritage Orchestra, led by Jules Buckley and by Pete Clements on bass and Brad Webb on drums.",2011,146,comedy,music,GB,Orchestra,Minchin,Heritage,7.3
tm48239,Ek Main Aur Ekk Tu,"Rahul and Riana meet each other for the first time, get drunk, and awake the next morning to find that they have gotten legally married to each other.",2012,110,drama,romance,IN,Main,Aur,Ekk,5.662767278978223
tm160021,A Beautiful Life,"Fang Zhen Dong (Liu Ye) is a patrolling officer in Beijing who one night meets the drunk Li Pei Ru (Shu Qi) while singing karaoke at the KTV place. Li Pei Ru is a real estate agent from Hong Kong who has vowed to make her fortune in the cosmoplitan Beijing, but is caught up in the complexities of life and ends up becoming a mistress of a married man.",2011,124,drama,romance,HK,Pei,Dong,Liu,6.61028692229291
tm54371,Mugamoodi,A man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society.,2012,156,drama,action,IN,Mugamoodi,society,man,5.023505905997752
tm172883,Game,"Four strangers are invited by the reclusive Kabir Malhotra, to his private island of Samos, Greece. They don't know each other and they don't know him ... and by the next morning they will wish they had never come.",2011,135,thriller,action,IN,Greece,Malhotra,Samos,5.2
tm174518,Bodyguard,"Lovely Singh is extremely respectful of Mr Rana and his daughter Divya. While appointed as Divya's bodyguard, he falls in love with a girl he has never met, unaware that she is none other than Divya.",2011,134,drama,action,IN,Divya,Lovely,Singh,4.760599831173219
tm70528,Material,"Cassim Kaif is a young Muslim man who works in his father's fabric shop in Fordsburg, Johannesburg. In the family tradition, Cassim, as the only son, is expected to take over the family business from his father.",2012,94,comedy,drama,ZA,Johannesburg,Fordsburg,Kaif,6.451583261261846
tm74031,Kyaa Super Kool Hain Hum,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,2012,137,drama,comedy,IN,Super,Kool,Hain,5.044458563612748
tm181856,Jeff Dunham: Controlled Chaos,"Jeff Dunham is back in his fourth concert event, with all-new material. All the favorites are here: Walter, the grumpy retiree; furry and manic Peanut; Jose Jalapeño, the spicy pepper from south of the border; plus bumbling skeletal Achmed the Dead Terrorist. Dunham is also joined by two never-before-seen characters certain to unleash their own unique havoc on stage.",2011,90,comedy,documentation,US,Jeff,Dunham,Controlled,6.789231706333393
tm38013,Players,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",2012,165,thriller,action,IN,Romania,Learning,Charlie,4.722997589946832
tm42306,Aiyyaa,"Meenakshi, a Marathi gal with an ultra-sensitive sense of smell, lives her life in her dreams, dancing and enacting her favourite actresses Sridevi, Madhuri and Juhi. Not believing in arranged marriages, Meenakshi awaits her prince when she comes across Tamil artist Surya, to whom she is strangely attracted to.",2012,146,romance,comedy,IN,Sridevi,Madhuri,Juhi,4.866368891263309
tm39606,Tere Naal Love Ho Gaya,"In a quaint village of Haryana lives Miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father, Bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren, is a humble and ambitious rickshaw driver working for Miny's father. Bhatti, insecure about Viren's success, sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti, Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However, the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually, Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab, while she is being married off to Sunny...",2012,126,drama,comedy,IN,Viren,Miny,Naal,5.970030632182888
tm167241,Ragini MMS,"Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity",2011,93,drama,horror,IN,MMS,Ragini,farmhouse,4.541455855917038
tm71992,Grandmaster,"Chandrashekhar lives alone in a dark and violent city. Even with crime occurring all around him, he withdraws from all responsibility and lives quietly. Soon, change is forced upon him in order to catch a serial killer. Like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. But only once, just once, he makes a fatal mistake.",2012,130,thriller,action,IN,Chandrashekhar,city,lives,6.6671523727083875
tm31948,26 Years,"26 years ago, state troops were ordered to open fire on civilians in the city of Gwangju who were demonstrating as apart of a democratic movement. Thousands of civilians were killed. Now, a shooter from the national team, a gang member, a policeman, CEO from a large company and director of a private security outfit get involved in a plan to convict the person responsible for the massacre.",2012,135,drama,thriller,KR,Years,Gwangju,ago,6.914360149880785
tm166810,Michael,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",2011,97,drama,thriller,IN,boy,Michael,position,5.465235674385465
tm37573,"All's Well, Ends Well",Romantic comedy following four couples who meet through a dating website. Four men go on a heroic mission to help four women and wind up experiencing a series of mishaps.,2012,118,romance,comedy,HK,Ends,Romantic,website,4.913338635606473
tm69915,Heroine,A female superstar struggles through the trials and tribulations of being a Bollywood actress.,2012,140,drama,no_second-genre,IN,Bollywood,Heroine,actress,5.0
tm164090,Lavell Crawford: Can a Brother Get Some Love?,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love -- and the laughs. Jokes cover the hilarity of presidential politics and the social scene in heaven.",2011,90,comedy,documentation,US,Crawford,Love,Brother,6.536714954354374
tm37175,Jeff Dunham: Minding the Monsters,"Stand-up comedian and ventriloquist Jeff Dunham. Enter the ultimate hunted house where Walter transforms into something grumpier than he already is! Watch Bubba J. rise from the dead! Meet Peanut's alter ego, The Purple Venger of the Night, and his spicy sidekick! and witness Achmed litterally dressed to kill in an outfit terrify the most terrifying terrorist!",2012,80,comedy,no_second-genre,US,Dunham,Jeff,Minding,6.505906873448119
tm66725,Kalakalappu,"A man struggles to save his family-owned restaurant as it is running in loses. He soon falls for a health inspector keen on shutting down the place. When his brother enters the scene, things get worse.",2012,149,comedy,no_second-genre,IN,Kalakalappu,loses,man,6.64481903980385
tm166740,Chhota Bheem & Krishna in Mayanagari,"Bheem and his Friends are having a great time in Dwarka with their friend Kanha.Mayandri tries to attack Kanha with some leopards but fails as Kanha fights them off with ease.Bheem gets injured and his friend Krishna offers to heal up his injury and just before the Dholakpurians leave Krishna offers some gifts to them.Bheem gets a pendant,Chutki gets a stylish ring,Raju gets a catapult and Jaggu got a compass whereas Kalia got a powder for when he blows on anyone can hear what they are thinking and Dholu and Bholu got a box in which they could ask for anything they want in food.Bheem suddenly feels it was time for everyone to go back to Dholakpur and they board their ship and bid farewell to Krishna their beloved friend.",2011,66,animation,action,IN,Krishna,friend,Bheem,5.129103629825433
tm200838,Chhota Bheem In Dholakpur to Kathmandu,"Bheem and his friends are invited to spend their vacations in Kathmandu.Their trip is not without mishap, as a young ape is separated from its father. Bheem defeats the jaguars, and unites the ape with its father.",2012,70,animation,no_second-genre,XX,father,Dholakpur,Kathmandu,7.034560772763053
tm169128,An Elf's Story,"The inspirational tale of Chippey, the young scout elf who is assigned by Santa to restore Taylor McTuttle's belief in Christmas magic. When the boy breaks the number one Elf on the Shelf rule, Chippey loses his Christmas magic; the entire McTuttle family loses is scout elf, and both Taylor and Chippey lose their self-respect. Through the power of love and forgiveness, both of them learn the most important lesson of all: that true belief cannot be taught.",2011,24,scifi,animation,US,Chippey,Elf,Christmas,3.06189955610602
tm172353,Bbuddah Hoga Terra Baap,"After a series of bomb blasts in Mumbai, ACP Karan Malhotra announces that he will bring in the culprits responsible within a very short period of time as well attempts to convince his college sweetheart, Tanya P. Nath, to marry him. He then sets about interrogating several suspects so much so that an underworld gangster, Kabir, is compelled to hire an assassin to do away with him. The potential killer, Viju, is an uptight older ex-convict as well as a former gangster, who now runs a pub in Paris, and is willing to kill Karan. As he sets about this gruesome task, he comes across an old flame, Kamini, as well as his estranged wife, Sita - and it is these encounters that may well be the turning point in this life that may convince him to leave the bombs and Bandooks behind and spend the rest of his life praying and watching the Bhakti Channel.",2011,117,thriller,action,IN,Mumbai,ACP,Tanya,5.427853570772374
tm34746,Luv Shuv Tey Chicken Khurana,"On-the-run from the London mafia, Omi returns to his ancestral village – a place he’d flown from with his grandad’s money and grander ‘London Dreams’. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, ‘Chicken Khurana’?",2012,140,comedy,no_second-genre,IN,London,Khurana,Dreams’,6.482290628676034
tm29400,Bwakaw,"Gruff retiree Rene rejects most human contact, but begins to soften once he comes to terms with his homosexuality.",2012,104,drama,no_second-genre,PH,Gruff,Rene,Bwakaw,6.446937816073872
tm53360,Blood Money,"In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",2012,110,thriller,drama,IN,Africa,Money,South,6.050966732284722
tm180532,Shaitan,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,2011,121,drama,thriller,IN,accident,Shaitan,substance-abusing,6.9399681464464775
tm34142,Department,A police inspector recruits a suspended cop for a specialized task force to battle organized crime.,2012,141,action,thriller,IN,Department,crime,police,5.061416633122558
tm162592,Asmaa,A woman who suffers from AIDS decides not to surrender to the fatal disease. She exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope.,2011,96,drama,no_second-genre,EG,AIDS,Asmaa,disease,8.167712980402284
tm70652,Thaandavam,A blind man with his 'Echolocation' power takes on a revenge mission.,2012,167,action,thriller,IN,Echolocation,Thaandavam,power,5.82090261239879
tm339197,Chota Bheem Aur Ganesh in the Amazing Odyssey,"Raja Laalachmaan and his sidekick, Jadoogar Jobba, awaken an ancient monster Krur. This monster, needs the souls of the purest kingdom. Raja Laalachmaan realizes the best place to find the purest souls is Dholakpur. Raja Laalachmaan and his soldiers take over Dholakpur. Bheem manages to rescue many people, but Laachlamaan kidnaps Raja Indraverma-ll and Princess Indumati says that if the people of Dholakpur do not surrender themssssselves, they will die. So, Bheem and his friends go on the trail. They are helped by ancient clues left in the forest and at sea. But the one person that helps them the most is Chhota Ganesh.He says he is always present on New years, but Kru's invasion of Dholakpur has already started. Can Bheem and Ganesh defeat him??",2012,65,animation,no_second-genre,IN,Laalachmaan,Jadoogar,Jobba,7.799999999999999
tm172211,Question Mark,"In a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships, and other struggles.",2011,102,drama,no_second-genre,ID,hardships,Mark,Question,6.178975712630663
tm57256,Husbands in Goa,"The film follows the journey of three young men, who flee from their wives, for a vacation to the international tourist-destination Goa. During the trip, they become friends with an immature youthful older man, who is on the verge of a divorce. The film explores their time in Goa",2012,150,comedy,no_second-genre,IN,Goa,Husbands,men,4.297061921081989
tm529723,Chhota Bheem and the Broken Amulet,"Chhota Bheem And The Broken Amulet is an Indian animated movie featuring Bheem, the star of the Chhota Bheem series.",2012,63,animation,no_second-genre,IN,Bheem,Broken,Chhota,7.699999999999999
tm53829,Blitz Patrollie,"Blitz Patrollie chronicles the adventures of Rummy Augustine (Joey Rasdien) and his partner, Ace Dikolobe (David Kau), police officers who have had the misfortune of being stationed in a little known depot in the belly of the Johannesburg CBD.",2012,101,crime,action,US,Patrollie,Blitz,Augustine,5.3999999999999995
tm51412,Moshe Kasher: Live in Oakland,"Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -- and how they see him. Recorded live at the New Parish nightclub in January 2012.",2012,60,comedy,no_second-genre,US,Moshe,Kasher,Oakland,7.032582125664827
tm38331,The Mistress,"A young woman is torn between the affections of her two lovers. One is a young bachelor who brings passion into her life. The other is a married man who has kept her as his mistress for years. Architect JD has a chip on his shoulder about his father Rico never really accepting him as his son. Seamstress Sari struggles to take care of her family. The two meet by chance, and JD aggressively pursues Saris affections. Though the two are clearly a good match, there is a problem standing in the way of their bliss: Sari is the mistress of JDs father. Against his better judgment, JD continues to court Sari even after finding out this difficult fact. He hides his true identity as Ricos son, and fights to win Saris heart.",2012,125,romance,drama,PH,Mistress,Sari,young,5.948126503649826
tm481620,The Rise of Kirmada,"Kirmada, gets powerful by taking power of Shaitan, plans vengeance & tries to put troubles in Bheem and his friend's journey. However they manage to reach but things take a turn when the evil troops arrive and attack Bheem and his friends.",2012,68,animation,no_second-genre,IN,Kirmada,Shaitan,Bheem,8.005265087651088
tm30278,Vettai,Guru always helps his timid brother win accolades and promotions in his career as a policeman. But a brutal incident makes Guru realise that he needs to help his brother in another way.,2012,150,action,thriller,IN,Guru,Vettai,policeman,6.492718135230856
tm165932,Muran,"After finishing a successful meeting with his movie producers in Bangalore, Nanda, a jingles composer catches the highway to Chennai. On his way his car breaks down and he hitchhikes with Arjun, a businessman's son on his way to the same destination. During their journey together they discuss their personal lives till Arjun proposes a deal; a deal that is marked with murder but promises to better their personal lives. However this deal does not work in Nanda's favor and he soon finds himself in deeper complications.",2011,134,drama,thriller,IN,Bangalore,Chennai,Nanda,6.299999999999999
tm63368,A World Not Ours,"An intimate, and often humorous, portrait of three generations of exile in the refugee camp of Ein el-Helweh, in southern Lebanon. Based on a wealth of personal recordings, family archives, and historical footage, the film is a sensitive, and illuminating study of belonging, friendship, and family in the lives of those for whom dispossession is the norm, and yearning their daily lives.",2012,93,documentation,history,PS,Lebanon,World,Ein,7.946925762744756
tm161632,Tom Papa: Live in New York City,"From the Union Square Theater in New York City, veteran comic Tom Papa discusses a variety of topics, ranging from living with the worst roommates in the world to the difficulties of keeping up with rapidly changing technology.",2011,57,comedy,no_second-genre,US,York,Papa,City,6.289714403617819
tm182026,Zokkomon,"An orphan is abused and abandoned, believed to be dead, and upon his return is first feared as a ghost, and then projected as a superhero.",2011,109,fantasy,drama,IN,Zokkomon,abandoned,believed,6.304569014893913
tm235979,My Friend Pinto,"Sweet, honest, and optimistic Michael Pinto has a knack for finding trouble. The search for a childhood friend leads him to the big city, and into an outlandish adventure.",2011,115,comedy,crime,IN,Pinto,Sweet,honest,5.063315649097198
tm181366,Here Comes the Rain,"Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.",2011,100,drama,no_second-genre,LB,Ramez,Rain,Abducted,6.300000000000001
tm60213,One More Try,A woman and her ex consider pregnancy to create a donor for their sick child.,2012,100,drama,no_second-genre,PH,child,woman,pregnancy,5.999999999999999
tm481509,Chhota Bheem Master of Shaolin,"Bheem and his friends accompany Ming, a monk, to the Shaolin temple to fight against a dangerous Kaifu who wants to take control of the Shaolin temple.",2011,75,animation,no_second-genre,unknown_country,Shaolin,Bheem,Ming,6.1000000000000005
tm159623,No Other Woman,"Furniture supplier Ram is happily married to Charmaine. One day, Ram lands a big client, a new luxury resort. But he needs the help of Kara, the daughter of the owner of the resort, to finalize the deal. Kara's help, however, comes with a price, because she fancies Ram to be her lover. Not before long, Kara successfully seduces Ram, even though she knows about his marriage. When Charmaine learns of the affair, she finds ways to fight for her husband's waning attention.",2011,104,romance,drama,PH,Ram,Woman,Furniture,4.314694437118255
tm34646,Sisterakas,A man takes revenge on his sister by hiring her as his personal assistant.,2012,110,comedy,drama,PH,Sisterakas,assistant,man,5.092389009056528
tm224577,Phone Swap,"Akin and Mary meet for the first time at an airport where they accidentally bump into each other and mistakenly swap their identical phones . This leads to a destination mix up after they receive one another's text regarding a travel destination. Consequently, Akin ends up traveling to where Mary is supposed to go and vice versa. Neither knows about the swap until they have reached their opposite destinations and ""the phone"" stops ringing (In Mary's case) and ""Won't stop ringing"" (In Akins's case) . As a result of the phone swap, they agree to help carry out each other's missions, armed with the information and data on each other's phone. But it's not as easy as they both think as new obstacles and complications rise at every turn as they both struggle to adapt to their alien environment and situation. Mary has to walk in Akins shoes and represent him in a company meeting while Akin has to represent Mary in her the family meeting. This they do with hilarious results",2012,111,comedy,romance,NG,Mary,Akin,Swap,5.096620534635576
tm172504,"Darling, Something's Wrong with Your Head","“Darling, Something's Wrong with Your Head＂ a story of forbidden love, is the first fiction feature set in Gaza in over 15 years. The film is a modern re-telling of the legendary tragic romance 'Majnun Layla', which was set in seventh century Arabia, when a poet named Qays fell in love with Layla. Driven by the intensity of his passion, Qays was known as 'Majnun Layla', which translates as 'madman for Layla'. In the contemporary setting, two students in the West Bank are forced to return home to Gaza, where their love defies tradition. To reach his lover, Qays graﬃti's poetry across town.",2011,78,drama,romance,PS,Head,Darling,Wrong,5.8657067289614355
tm140389,Paddington,"A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.",2014,95,comedy,family,US,Peruvian,London,home,7.176404380277981
tm150928,It Follows,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",2014,101,horror,thriller,US,Jay,victim,time,6.716654642973289
tm140877,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",2014,113,thriller,drama,GB,Turing,Park,Imitation,8.0
tm176864,Rush,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,2013,123,drama,action,US,Formula,James,Hunt,8.076099451810588
tm151663,Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",2014,118,thriller,crime,US,Bloom,Lou,Nightcrawler,7.79020700013378
tm145655,St. Vincent,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",2014,102,comedy,drama,US,bawdy,hedonistic,Vincent,7.184390342240249
tm160621,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",2013,112,horror,thriller,US,Conjuring,Paranormal,Lorraine,7.510254929256924
tm134967,How to Train Your Dragon 2,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",2014,102,action,animation,US,Train,Vikings,Hiccup,7.762169851257079
